participant_code,trader_uuid,id_in_group,trading_session_uuid,treatment,market_design,group_composition,round_number_raw,repetition,gamified,hybrid,market_id
3qk5kred,914e1fc2-9d3c-4503-8f28-e329d90df453,5,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,9,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
8pfnya23,817c3405-e3a7-4f12-b0aa-18682cc45403,6,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,9,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
ggq5fqn1,77bebd92-5e1a-445f-b2d1-79138b8028c0,1,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,10,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
7uj99w7k,4c38c903-37b1-4f90-bf9a-1978f7df9fd0,2,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,10,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
rhxwy9vc,8ec5d82c-c27e-40ec-8f69-fe61237f5412,3,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,10,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
pno5o92p,e5700b75-5d29-45d7-bafa-2e801b0e9e82,4,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,10,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
3qk5kred,914e1fc2-9d3c-4503-8f28-e329d90df453,5,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,10,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
8pfnya23,817c3405-e3a7-4f12-b0aa-18682cc45403,6,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,10,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
ggq5fqn1,77bebd92-5e1a-445f-b2d1-79138b8028c0,1,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,11,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
7uj99w7k,4c38c903-37b1-4f90-bf9a-1978f7df9fd0,2,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,11,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
rhxwy9vc,8ec5d82c-c27e-40ec-8f69-fe61237f5412,3,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,11,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
pno5o92p,e5700b75-5d29-45d7-bafa-2e801b0e9e82,4,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,11,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
3qk5kred,914e1fc2-9d3c-4503-8f28-e329d90df453,5,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,11,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
8pfnya23,817c3405-e3a7-4f12-b0aa-18682cc45403,6,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,11,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
ggq5fqn1,77bebd92-5e1a-445f-b2d1-79138b8028c0,1,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,12,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
7uj99w7k,4c38c903-37b1-4f90-bf9a-1978f7df9fd0,2,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,12,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
rhxwy9vc,8ec5d82c-c27e-40ec-8f69-fe61237f5412,3,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,12,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
pno5o92p,e5700b75-5d29-45d7-bafa-2e801b0e9e82,4,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,12,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
3qk5kred,914e1fc2-9d3c-4503-8f28-e329d90df453,5,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,12,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
8pfnya23,817c3405-e3a7-4f12-b0aa-18682cc45403,6,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,12,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
ggq5fqn1,77bebd92-5e1a-445f-b2d1-79138b8028c0,1,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,13,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
7uj99w7k,4c38c903-37b1-4f90-bf9a-1978f7df9fd0,2,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,13,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
rhxwy9vc,8ec5d82c-c27e-40ec-8f69-fe61237f5412,3,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,13,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
pno5o92p,e5700b75-5d29-45d7-bafa-2e801b0e9e82,4,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,13,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
3qk5kred,914e1fc2-9d3c-4503-8f28-e329d90df453,5,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,13,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
8pfnya23,817c3405-e3a7-4f12-b0aa-18682cc45403,6,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,13,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
ggq5fqn1,77bebd92-5e1a-445f-b2d1-79138b8028c0,1,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,14,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
7uj99w7k,4c38c903-37b1-4f90-bf9a-1978f7df9fd0,2,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,14,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
rhxwy9vc,8ec5d82c-c27e-40ec-8f69-fe61237f5412,3,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,14,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
pno5o92p,e5700b75-5d29-45d7-bafa-2e801b0e9e82,4,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,14,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
3qk5kred,914e1fc2-9d3c-4503-8f28-e329d90df453,5,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,14,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
8pfnya23,817c3405-e3a7-4f12-b0aa-18682cc45403,6,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,14,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
ggq5fqn1,77bebd92-5e1a-445f-b2d1-79138b8028c0,1,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,15,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
7uj99w7k,4c38c903-37b1-4f90-bf9a-1978f7df9fd0,2,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,15,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
rhxwy9vc,8ec5d82c-c27e-40ec-8f69-fe61237f5412,3,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,15,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
pno5o92p,e5700b75-5d29-45d7-bafa-2e801b0e9e82,4,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,15,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
3qk5kred,914e1fc2-9d3c-4503-8f28-e329d90df453,5,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,15,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
8pfnya23,817c3405-e3a7-4f12-b0aa-18682cc45403,6,4397451b-fa5f-4b8f-b86e-278d272e1d68,gh,gamified,human_only,15,1,1,0,4397451b-fa5f-4b8f-b86e-278d272e1d68
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,16,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,16,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,16,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,16,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,16,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,16,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,17,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,17,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,17,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,17,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,17,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,17,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,18,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,18,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,18,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,18,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,18,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,18,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,19,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,19,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,19,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,19,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,19,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,19,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,20,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,20,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,20,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,20,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,20,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,20,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,21,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,21,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
rhxwy9vc,0b1fd85d-6b54-4fb2-ac91-6faa29df8fe8,3,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,21,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
pno5o92p,c3619141-e85c-4152-af1b-0962388180c5,4,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,21,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
3qk5kred,8bb506ed-8a42-41de-8b75-4b5acfac9c22,5,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,21,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
8pfnya23,ef68c032-ed2a-4525-a107-9eafdcf6c2af,6,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,21,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
ggq5fqn1,bf08b76d-0785-4351-9789-c7344cb9375a,1,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,22,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
7uj99w7k,85b3414c-8bbe-4c98-a006-c72e5880dae0,2,4b4a8da8-869c-4728-b134-73a625591381,gh,gamified,human_only,22,2,1,0,4b4a8da8-869c-4728-b134-73a625591381
